gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
gene-Cul2,125.52374160425632,-4.802640632141961,0.7156013341459573,-7.128426359429604,1.0152288942489501e-12,6.84662134695863e-11,down
gene-LOC142980114,1379.0165356362952,2.160433069870768,0.314595829712654,7.121747693209781,1.065670078432688e-12,7.119878549018475e-11,up
gene-mRpL40,727.2904789895559,2.884369291781894,0.4270739279914014,7.1202713026236975,1.0771482425626589e-12,7.119878549018475e-11,up
gene-LOC142986676,712.8240727218787,-3.3899175875309213,0.5034650855217192,-7.121169233241112,1.0701529293139732e-12,7.119878549018475e-11,down
gene-Csk,562.2443165545864,-2.4301646590481134,0.3568629237278138,-7.106265704423018,1.1922478407932945e-12,7.828832696682809e-11,down
gene-LOC142977953,12124.480788571467,3.853032732698615,0.5744125400793,7.083226920396784,1.4083577334500328e-12,9.187463096447567e-11,up
gene-CYLD,310.70397401601423,-2.9632647847214173,0.4401179868654967,-7.0814411361955765,1.4266296688567382e-12,9.246227743415002e-11,down
gene-LOC142980365,835.1124885975408,3.423750609815568,0.5124176570963499,7.067230905657173,1.580558365477688e-12,1.0177776158601807e-10,up
gene-MagR,1079.4300609996665,2.0622654136464287,0.3026018024442672,7.061774488512261,1.6438962491310217e-12,1.0517774655497902e-10,up
gene-garnet,332.07081623672667,-1.5692602578209065,0.2277643969813473,-7.057429767789458,1.696104395972098e-12,1.0782686609043001e-10,down
gene-tej,80.06833541442278,-4.183651700199635,0.6268024813159037,-7.05370199827301,1.7421928799192176e-12,1.1005586793970701e-10,down
gene-Cbp20,462.1227726991583,2.483272358603743,0.3687989378822938,7.033050413696153,2.020663137345365e-12,1.2684426901788732e-10,up
gene-LOC142985505,151.0387880145528,2.3361352975037786,0.3464564544520478,7.032104176725613,2.0344180716823282e-12,1.2690954233413323e-10,up
