pfam_accession,genes_com_dominio_universo,genes_com_dominio_DE,odds_ratio,pvalue,padj
PF22065.3,1,1,inf,0.3367700498605595,0.4892970851422977
PF00780.29,6,5,9.858040201005025,0.018671605924011982,0.4892970851422977
PF05225.23,8,4,1.9703592062295905,0.2656693004772561,0.4892970851422977
PF12474.14,1,1,inf,0.3367700498605595,0.4892970851422977
PF02141.27,6,5,9.858040201005025,0.018671605924011982,0.4892970851422977
PF24912.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF05743.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF06886.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF05345.19,2,2,inf,0.11339518920254132,0.4892970851422977
PF08238.19,3,3,inf,0.03817538995805274,0.4892970851422977
PF15884.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF23203.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF01335.28,1,1,inf,0.3367700498605595,0.4892970851422977
PF21093.4,1,1,inf,0.3367700498605595,0.4892970851422977
PF10260.15,1,1,inf,0.3367700498605595,0.4892970851422977
PF22441.3,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF05768.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF01280.27,1,1,inf,0.3367700498605595,0.4892970851422977
PF04597.20,1,1,inf,0.3367700498605595,0.4892970851422977
PF01027.27,4,3,5.911853340030135,0.11415183807068115,0.4892970851422977
PF04938.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF18307.7,1,1,inf,0.3367700498605595,0.4892970851422977
PF01541.31,1,1,inf,0.3367700498605595,0.4892970851422977
PF07555.20,1,1,inf,0.3367700498605595,0.4892970851422977
PF08243.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF13882.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF24917.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF00822.26,4,3,5.911853340030135,0.11415183807068115,0.4892970851422977
PF22606.3,1,1,inf,0.3367700498605595,0.4892970851422977
PF12701.14,2,2,inf,0.11339518920254132,0.4892970851422977
PF04873.20,1,1,inf,0.3367700498605595,0.4892970851422977
